Metrics_ID,Campaign,Month & Yr,Website Speed (Mobile),Website Speed (Desktop),Website Speed,Leads,Rankings,Traffic,Engagement,Conversion
DCT-January-2026,DCT,1/22/2026,99%,97%,98%,4,18,136,3:41,2.94
DDC-January-2026,DDC,1/22/2026,100%,96%,99%,6,6,354,1:42,1.69
DeCA-January-2026,DeCA,1/22/2026,89%,90%,89%,5,98,260,0:16,1.92
DVCSD-January-2026,DVCSD,1/22/2026,100%,89%,96%,71,46,170,0:22,41.76
HDC-January-2026,HDC,1/22/2026,97%,94%,96%,2,10,122,0:40,1.64
ICA-January-2026,ICA,1/22/2026,96%,88%,93%,13,71,314,0:30,4.14
KCA-January-2026,KCA,1/22/2026,99%,96%,98%,5,11,363,0:09,1.38
LADC-January-2026,LADC,1/22/2026,89%,71%,83%,6,111,444,1:00,1.35
LVCA-January-2026,LVCA,1/22/2026,97%,91%,95%,12,17,277,0:19,4.33
MiCA-January-2026,MiCA,1/22/2026,99%,93%,97%,18,48,229,0:37,7.86
MnCA-January-2026,MnCA,1/22/2026,92%,81%,88%,2,55,54,0:52,3.70
NWCR-January-2026,NWCR,1/22/2026,96%,86%,93%,61,113,1304,0:30,4.68
OCDC-January-2026,OCDC,1/22/2026,98%,96%,97%,17,55,263,2:50,6.46
OrE-January-2026,OrE,1/22/2026,98%,93%,96%,0,8,49,0:29,0.00
PRLV-January-2026,PRLV,1/22/2026,100%,91%,97%,5,0,199,0:20,2.51
SBH-January-2026,SBH,1/22/2026,93%,91%,92%,3,3,92,1:04,3.26
SDDC-January-2026,SDDC,1/22/2026,55%,55%,55%,19,137,543,0:59,3.50
SJCR-January-2026,SJCR,1/22/2026,95%,89%,93%,8,48,250,0:14,3.20
TR-January-2026,TR,1/22/2026,97%,89%,94%,2,36,202,0:40,0.99
AtCA-February-2026,AtCA,2/1/2026,90%,99%,93%,14,120,216,0:50,6.48
BC-February-2026,BC,2/1/2026,79%,77%,78%,1,26,92,0:21,1.09
CCA-February-2026,CCA,2/1/2026,88%,97%,91%,15,143,141,1:02,10.64
CCS-February-2026,CCS,2/1/2026,86%,96%,90%,3,8,165,0:39,1.82
CLN-February-2026,CLN,2/1/2026,90%,98%,93%,0,5,45,0:40,0.00
CRC-February-2026,CRC,2/1/2026,55%,56%,55%,2,8,34,0:17,5.88
CRLV-February-2026,CRLV,2/1/2026,97%,88%,94%,15,34,108,1:02,13.89
CRO-February-2026,CRO,2/1/2026,96%,79%,90%,1,14,102,0:49,0.98
DaCA-February-2026,DaCA,2/1/2026,85%,95%,89%,4,15,131,0:47,3.05
DCO-February-2026,DCO,2/1/2026,94%,87%,92%,12,14,461,0:55,2.60
DCR-February-2026,DCR,2/1/2026,95%,95%,95%,39,43,1648,1:02,2.37
DCT-February-2026,DCT,2/1/2026,95%,97%,96%,7,11,139,0:54,5.04
DDC-February-2026,DDC,2/1/2026,100%,77%,92%,3,4,218,0:40,1.38
DeCA-February-2026,DeCA,2/1/2026,94%,89%,92%,7,86,198,0:26,3.54
DVCSD-February-2026,DVCSD,2/1/2026,94%,98%,95%,71,55,215,0:57,33.02
HDC-February-2026,HDC,2/1/2026,92%,95%,93%,6,9,63,0:38,9.52
ICA-February-2026,ICA,2/1/2026,88%,75%,83%,16,79,214,1:02,7.48
KCA-February-2026,KCA,2/1/2026,95%,96%,95%,2,9,156,0:19,1.28
LADC-February-2026,LADC,2/1/2026,67%,91%,75%,11,81,697,0:42,1.58
LVCA-February-2026,LVCA,2/1/2026,82%,93%,86%,7,13,190,3:18,3.68
MiCA-February-2026,MiCA,2/1/2026,90%,98%,93%,9,62,212,0:36,4.25
MnCA-February-2026,MnCA,2/1/2026,88%,94%,90%,2,45,63,0:51,3.17
NWCR-February-2026,NWCR,2/1/2026,84%,95%,88%,50,136,924,0:37,5.41
OCDC-February-2026,OCDC,2/1/2026,97%,99%,98%,15,103,347,3:26,4.32
OrE-February-2026,OrE,2/1/2026,90%,98%,93%,1,28,58,0:24,1.72
PRLV-February-2026,PRLV,2/1/2026,78%,96%,84%,12,0,134,0:50,8.96
SBH-February-2026,SBH,2/1/2026,56%,64%,59%,1,5,154,1:09,0.65
SDDC-February-2026,SDDC,2/1/2026,94%,97%,95%,10,172,428,0:41,2.34
SJCR-February-2026,SJCR,2/1/2026,81%,91%,85%,4,31,153,0:25,2.61
TR-February-2026,TR,2/1/2026,90%,96%,92%,2,34,140,0:29,1.43
SOA-February-2026,SOA,2/1/2026,95%,99%,96%,0,127,1708,4:04,0.00
SOA-January-2026,SOA,1/1/2026,0%,0%,0%,0,131,1359,0:54,0.00
SOA-February-2025,SOA,2/1/2025,0%,0%,0%,0,0,2930,0:51,0.00
AtCA-March-2026,AtCA,3/22/2026,,,0%,,,309,1:52,0.00
BC-March-2026,BC,3/22/2026,,,0%,,,133,0:43,0.00
CCA-March-2026,CCA,3/22/2026,,,0%,,,266,1:06,0.00
CCS-March-2026,CCS,3/22/2026,,,0%,,,,,0.00
CLN-March-2026,CLN,3/22/2026,,,0%,,,72,0:08,0.00
CRC-March-2026,CRC,3/22/2026,,,0%,,,,,0.00
CRLV-March-2026,CRLV,3/22/2026,,,0%,,,182,2:13,0.00
CRO-March-2026,CRO,3/22/2026,,,0%,,,154,0:58,0.00
DaCA-March-2026,DaCA,3/22/2026,,,0%,,,516,0:13,0.00
DCO-March-2026,DCO,3/22/2026,,,0%,,,801,1:08,0.00
DCR-March-2026,DCR,3/22/2026,,,0%,,,2287,0:56,0.00
DCT-March-2026,DCT,3/22/2026,,,0%,,,208,,0.00
DDC-March-2026,DDC,3/22/2026,,,0%,,,,,0.00
DeCA-March-2026,DeCA,3/22/2026,,,0%,,,,,0.00
DVCSD-March-2026,DVCSD,3/22/2026,,,0%,,,,,0.00
HDC-March-2026,HDC,3/22/2026,,,0%,,,,,0.00
ICA-March-2026,ICA,3/22/2026,,,0%,,,,,0.00
KCA-March-2026,KCA,3/22/2026,,,0%,,,,,0.00
LADC-March-2026,LADC,3/22/2026,,,0%,,,,,0.00
LVCA-March-2026,LVCA,3/22/2026,,,0%,,,,,0.00
MiCA-March-2026,MiCA,3/22/2026,,,0%,,,,,0.00
MnCA-March-2026,MnCA,3/22/2026,,,0%,,,,,0.00
NWCR-March-2026,NWCR,3/22/2026,,,0%,,,,,0.00
OCDC-March-2026,OCDC,3/22/2026,,,0%,,,,,0.00
OrE-March-2026,OrE,3/22/2026,,,0%,,,,,0.00
PRLV-March-2026,PRLV,3/22/2026,,,0%,,,,,0.00
SBH-March-2026,SBH,3/22/2026,,,0%,,,,,0.00
SDDC-March-2026,SDDC,3/22/2026,,,0%,,,,,0.00
SJCR-March-2026,SJCR,3/22/2026,,,0%,,,,,0.00
SOA-March-2026,SOA,3/22/2026,,,0%,,,,,0.00
TR-March-2026,TR,3/22/2026,,,0%,,,,,0.00
